Customer ID,Customer Name,Ship Mode,Category,Sub-Category,Product Name,Sales,Order Date
EM-13960,Eric Murdock,Second Class,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,01-08-2018
AS-10045,Aaron Smayling,Standard Class,Technology,Machines,Bady BDG101FRU Card Printer,1439.982,01-08-2018
AS-10045,Aaron Smayling,Standard Class,Office Supplies,Paper,Xerox 1998,36.288,01-08-2018
CM-12190,Charlotte Melton,First Class,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,03-08-2018
GA-14515,George Ashbrook,Second Class,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,03-08-2018
AB-10105,Adrian Barton,Standard Class,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,39.816,03-08-2018
BD-11725,Bruce Degenhardt,Second Class,Office Supplies,Labels,Avery 473,51.75,03-08-2018
BD-11725,Bruce Degenhardt,Second Class,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,03-08-2018
SC-20230,Scot Coram,Second Class,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",16.06,03-08-2018
HM-14860,Harry Marie,First Class,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),7.968,04-08-2018
HM-14860,Harry Marie,First Class,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",8.784,04-08-2018
HM-14860,Harry Marie,Standard Class,Office Supplies,Binders,Avery Durable Poly Binders,3.318,04-08-2018
PW-19030,Pauline Webber,First Class,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76,05-08-2018
NZ-18565,Nick Zandusky,First Class,Office Supplies,Storage,"Tennsco Lockers, Sand",151.056,05-08-2018
PO-18865,Patrick O'Donnell,Standard Class,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,125.88,05-08-2018
PO-18865,Patrick O'Donnell,Standard Class,Technology,Accessories,Logitech MX Performance Wireless Mouse,79.78,05-08-2018
PO-18865,Patrick O'Donnell,Standard Class,Office Supplies,Labels,Avery 475,133.2,05-08-2018
SV-20365,Seth Vernon,Second Class,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74,06-08-2018
SV-20365,Seth Vernon,Second Class,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,06-08-2018
SH-20395,Shahid Hopkins,Standard Class,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12,06-08-2018
TB-21355,Todd Boyes,Standard Class,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296,06-08-2018
GM-14455,Gary Mitchum,Standard Class,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95,06-08-2018
GM-14455,Gary Mitchum,Standard Class,Office Supplies,Labels,Avery 481,24.64,06-08-2018
GM-14455,Gary Mitchum,Standard Class,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",227.88,06-08-2018
CK-12205,Chloris Kastensmidt,First Class,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,119.448,07-08-2018
CK-12205,Chloris Kastensmidt,First Class,Office Supplies,Storage,Safco Industrial Shelving,118.16,07-08-2018
FM-14380,Fred McMath,Second Class,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.992,07-08-2018
CC-12475,Cindy Chapman,Standard Class,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,07-08-2018
JL-15505,Jeremy Lonsdale,Standard Class,Technology,Phones,Polycom VoiceStation 500 Conference phone,707.88,07-08-2018
JL-15505,Jeremy Lonsdale,Standard Class,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,11.952,07-08-2018
JL-15505,Jeremy Lonsdale,Standard Class,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",31.128,07-08-2018
JL-15505,Jeremy Lonsdale,Standard Class,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,55.76,07-08-2018
JL-15505,Jeremy Lonsdale,Standard Class,Office Supplies,Paper,Xerox 1881,24.56,07-08-2018
JL-15505,Jeremy Lonsdale,Standard Class,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,07-08-2018
JL-15505,Jeremy Lonsdale,Standard Class,Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,07-08-2018
JL-15505,Jeremy Lonsdale,Standard Class,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,1473.1,07-08-2018
JW-15955,Joni Wasserman,Standard Class,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,07-08-2018
JW-15955,Joni Wasserman,Standard Class,Office Supplies,Art,Staples in misc. colors,104.8,07-08-2018
MC-17575,Matt Collins,Standard Class,Office Supplies,Paper,Xerox 1891,244.55,07-08-2018
JK-15370,Jay Kimmel,Standard Class,Technology,Phones,GE DSL Phone Line Filter,159.96,07-08-2018
JK-15370,Jay Kimmel,Standard Class,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,13.76,07-08-2018
IL-15100,Ivan Liston,Standard Class,Office Supplies,Envelopes,Staple envelope,70.08,10-08-2018
IL-15100,Ivan Liston,Standard Class,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,10-08-2018
IL-15100,Ivan Liston,Standard Class,Technology,Phones,Aastra 57i VoIP phone,1454.49,10-08-2018
SC-20695,Steve Chapman,Second Class,Office Supplies,Paper,Xerox 1906,177.2,10-08-2018
SF-20965,Sylvia Foulston,First Class,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",29.664,11-08-2018
SF-20965,Sylvia Foulston,First Class,Office Supplies,Art,BIC Brite Liner Grip Highlighters,9.184,11-08-2018
SF-20965,Sylvia Foulston,First Class,Technology,Phones,Pyle PMP37LED,153.584,11-08-2018
SF-20965,Sylvia Foulston,First Class,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.864,11-08-2018
DR-12940,Daniel Raglin,Second Class,Office Supplies,Binders,Satellite Sectional Post Binders,477.51,11-08-2018
SJ-20125,Sanjit Jacobs,Standard Class,Office Supplies,Paper,Xerox 226,25.92,11-08-2018
BB-11545,Brenda Bowman,Same Day,Office Supplies,Art,Newell 312,17.52,12-08-2018
BB-11545,Brenda Bowman,Same Day,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1779.9,12-08-2018
BB-11545,Brenda Bowman,Same Day,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,219.9,12-08-2018
JM-16195,Justin MacKendrick,First Class,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,12-08-2018
JM-16195,Justin MacKendrick,First Class,Furniture,Furnishings,DAX Wood Document Frame,54.92,12-08-2018
RH-19495,Rick Hansen,Standard Class,Office Supplies,Paper,Xerox 2000,20.736,12-08-2018
DK-12895,Dana Kaydos,Standard Class,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,299.99,12-08-2018
DK-12895,Dana Kaydos,Standard Class,Office Supplies,Paper,Xerox 1937,192.16,12-08-2018
DK-12895,Dana Kaydos,Standard Class,Technology,Phones,Grandstream GXP1160 VoIP phone,242.624,12-08-2018
DK-12895,Dana Kaydos,Standard Class,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,46.74,12-08-2018
DK-12895,Dana Kaydos,Standard Class,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",174.95,12-08-2018
DK-12895,Dana Kaydos,Standard Class,Office Supplies,Binders,Avery Legal 4-Ring Binder,100.704,12-08-2018
JK-15370,Jay Kimmel,Same Day,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,13-08-2018
JK-15370,Jay Kimmel,Same Day,Office Supplies,Appliances,Staple holder,83.79,13-08-2018
JK-15370,Jay Kimmel,Same Day,Office Supplies,Art,Newell 345,59.52,13-08-2018
JK-15370,Jay Kimmel,Same Day,Office Supplies,Supplies,Staple remover,31.92,13-08-2018
DC-12850,Dan Campbell,Standard Class,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,272.048,13-08-2018
DC-12850,Dan Campbell,Standard Class,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1614.582,13-08-2018
DC-12850,Dan Campbell,Standard Class,Office Supplies,Fasteners,Staples,24.32,13-08-2018
DC-12850,Dan Campbell,Standard Class,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,1.584,13-08-2018
DC-12850,Dan Campbell,Standard Class,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,31.984,13-08-2018
DC-12850,Dan Campbell,Standard Class,Office Supplies,Envelopes,Colored Envelopes,14.76,13-08-2018
DC-12850,Dan Campbell,Standard Class,Furniture,Chairs,Hon Olson Stacker Chairs,423.648,13-08-2018
KD-16495,Keith Dawkins,Standard Class,Office Supplies,Labels,Avery 486,17.544,13-08-2018
MK-17905,Michael Kennedy,Standard Class,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",36.024,13-08-2018
NP-18700,Nora Preis,Second Class,Office Supplies,Labels,Avery File Folder Labels,5.76,14-08-2018
NP-18700,Nora Preis,Second Class,Office Supplies,Art,Newell 318,16.68,14-08-2018
JM-15250,Janet Martin,Standard Class,Furniture,Tables,Chromcraft Round Conference Tables,418.296,14-08-2018
DL-13495,Dionis Lloyd,Second Class,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,15-08-2018
BO-11350,Bill Overfelt,Standard Class,Office Supplies,Labels,Avery 495,50.4,15-08-2018
JG-15160,James Galang,Standard Class,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,15-08-2018
SJ-20215,Sarah Jordon,Same Day,Office Supplies,Binders,Recycled Easel Ring Binders,13.428,16-08-2018
SJ-20215,Sarah Jordon,Same Day,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,67.136,16-08-2018
EH-13765,Edward Hooks,First Class,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,17-08-2018
EH-13765,Edward Hooks,First Class,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564,17-08-2018
TP-21415,Tom Prescott,Second Class,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,4416.174,17-08-2018
AH-10120,Adrian Hane,Standard Class,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,102.93,17-08-2018
AH-10120,Adrian Hane,Standard Class,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,17-08-2018
ED-13885,Emily Ducich,Standard Class,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,5.552,17-08-2018
ED-13885,Emily Ducich,Standard Class,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,17-08-2018
ED-13885,Emily Ducich,Standard Class,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,74.592,17-08-2018
ED-13885,Emily Ducich,Standard Class,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,16.784,17-08-2018
ED-13885,Emily Ducich,Standard Class,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,38.864,17-08-2018
RW-19540,Rick Wilson,Standard Class,Office Supplies,Envelopes,Staple envelope,23.36,17-08-2018
RW-19540,Rick Wilson,Standard Class,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,17-08-2018
RW-19540,Rick Wilson,Standard Class,Office Supplies,Paper,Xerox 1962,8.56,17-08-2018
RW-19540,Rick Wilson,Standard Class,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92,17-08-2018
RW-19540,Rick Wilson,Standard Class,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,2518.29,17-08-2018
RW-19540,Rick Wilson,Standard Class,Office Supplies,Storage,Standard Rollaway File with Lock,540.57,17-08-2018
RW-19540,Rick Wilson,Standard Class,Office Supplies,Binders,GBC Recycled Grain Textured Covers,221.056,17-08-2018
PJ-19015,Pauline Johnson,Second Class,Office Supplies,Art,Newell 325,9.912,18-08-2018
RA-19915,Russell Applegate,Standard Class,Office Supplies,Storage,Safco Steel Mobile File Cart,200.064,18-08-2018
RA-19915,Russell Applegate,Standard Class,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,21.38,18-08-2018
RA-19915,Russell Applegate,Standard Class,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.744,18-08-2018
NF-18595,Nicole Fjeld,Standard Class,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,18-08-2018
HW-14935,Helen Wasserman,Standard Class,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,18-08-2018
HW-14935,Helen Wasserman,Standard Class,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,1496.16,18-08-2018
CM-12160,Charles McCrossin,Standard Class,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",23.18,18-08-2018
NG-18355,Nat Gilpin,Second Class,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,18-08-2018
NG-18355,Nat Gilpin,Second Class,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,18-08-2018
NG-18355,Nat Gilpin,Second Class,Office Supplies,Binders,Recycled Easel Ring Binders,107.424,18-08-2018
NG-18355,Nat Gilpin,Second Class,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91,18-08-2018
NG-18355,Nat Gilpin,Second Class,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,18-08-2018
YS-21880,Yana Sorensen,Standard Class,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2793.528,18-08-2018
YS-21880,Yana Sorensen,Standard Class,Office Supplies,Storage,Letter Size Cart,1000.02,18-08-2018
YS-21880,Yana Sorensen,Standard Class,Furniture,Furnishings,"Contract Clock, 14"", Brown",65.94,18-08-2018
CK-12205,Chloris Kastensmidt,Standard Class,Office Supplies,Binders,GBC Personal VeloBind Strips,10.782,18-08-2018
JB-15400,Jennifer Braxton,Standard Class,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,387.99,19-08-2018
SC-20575,Sonia Cooley,Standard Class,Office Supplies,Binders,Binder Posts,2.296,19-08-2018
DO-13435,Denny Ordway,Standard Class,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",102.72,19-08-2018
DO-13645,Doug O'Connell,Standard Class,Office Supplies,Paper,Xerox 200,19.44,19-08-2018
EM-13810,Eleni McCrary,Same Day,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",40.29,20-08-2018
GM-14500,Gene McClure,Second Class,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,20-08-2018
LR-17035,Lisa Ryan,Standard Class,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,17.22,20-08-2018
LR-17035,Lisa Ryan,Standard Class,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,20-08-2018
LR-17035,Lisa Ryan,Standard Class,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,20-08-2018
TT-21460,Tonja Turnell,Standard Class,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,35.96,20-08-2018
KT-16480,Kean Thornton,Standard Class,Office Supplies,Paper,Xerox 203,25.92,20-08-2018
DL-13495,Dionis Lloyd,Same Day,Office Supplies,Paper,Xerox 1941,83.88,21-08-2018
PR-18880,Patrick Ryan,First Class,Office Supplies,Art,Newell 336,17.12,21-08-2018
PR-18880,Patrick Ryan,First Class,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,431.968,21-08-2018
PR-18880,Patrick Ryan,First Class,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,21-08-2018
PR-18880,Patrick Ryan,First Class,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,21-08-2018
PR-18880,Patrick Ryan,First Class,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",117.144,21-08-2018
PR-18880,Patrick Ryan,First Class,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,203.52,21-08-2018
PR-18880,Patrick Ryan,First Class,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",51.75,21-08-2018
NF-18385,Natalie Fritzler,Second Class,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,21-08-2018
CM-11815,Candace McMahon,Second Class,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",388.704,21-08-2018
CM-11815,Candace McMahon,Second Class,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,21-08-2018
CM-11815,Candace McMahon,Second Class,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,33.18,21-08-2018
TH-21550,Tracy Hopkins,Standard Class,Office Supplies,Paper,Xerox 1888,277.4,21-08-2018
TH-21550,Tracy Hopkins,Standard Class,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,21-08-2018
TH-21550,Tracy Hopkins,Standard Class,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",91.92,21-08-2018
GT-14710,Greg Tran,Standard Class,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35,21-08-2018
GT-14710,Greg Tran,Standard Class,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37.24,21-08-2018
GT-14710,Greg Tran,Standard Class,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,21-08-2018
PK-19075,Pete Kriz,Standard Class,Office Supplies,Binders,Avery Metallic Poly Binders,32.088,21-08-2018
PK-19075,Pete Kriz,Standard Class,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,4305.552,21-08-2018
TM-21490,Tony Molinari,First Class,Furniture,Tables,Hon Racetrack Conference Tables,210.008,22-08-2018
Dp-13240,Dean percer,First Class,Furniture,Tables,Bevis Boat-Shaped Conference Table,314.532,22-08-2018
PO-18850,Patrick O'Brill,Second Class,Technology,Phones,Samsung Galaxy Mega 6.3,4367.896,23-08-2018
PO-18850,Patrick O'Brill,Second Class,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",49.568,23-08-2018
PO-18850,Patrick O'Brill,Second Class,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,161.376,23-08-2018
PO-18850,Patrick O'Brill,Second Class,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",2.784,23-08-2018
PO-18850,Patrick O'Brill,Second Class,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",8.72,23-08-2018
DM-13015,Darrin Martin,Second Class,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,646.272,24-08-2018
DM-13015,Darrin Martin,Second Class,Office Supplies,Paper,Xerox 1966,10.368,24-08-2018
AH-10195,Alan Haines,Standard Class,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,24.672,24-08-2018
AH-10195,Alan Haines,Standard Class,Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.744,24-08-2018
JE-15715,Joe Elijah,First Class,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",25.696,25-08-2018
DW-13540,Don Weiss,Second Class,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,9.728,25-08-2018
DW-13540,Don Weiss,Second Class,Office Supplies,Paper,Xerox 199,3.424,25-08-2018
GA-14725,Guy Armstrong,Standard Class,Office Supplies,Paper,Xerox 1910,192.16,25-08-2018
SV-20365,Seth Vernon,Standard Class,Furniture,Bookcases,Bush Somerset Collection Bookcase,130.98,25-08-2018
HJ-14875,Heather Jas,First Class,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",53.72,26-08-2018
SC-20680,Steve Carroll,Standard Class,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,26-08-2018
DP-13000,Darren Powers,Standard Class,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,26-08-2018
BP-11185,Ben Peterman,Same Day,Office Supplies,Paper,Xerox 1981,12.672,27-08-2018
BP-11185,Ben Peterman,Same Day,Technology,Accessories,Logitech Wireless Headset h800,1119.888,27-08-2018
DR-12880,Dan Reichenbach,Second Class,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,27-08-2018
DR-12880,Dan Reichenbach,Second Class,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,321.92,27-08-2018
DR-12880,Dan Reichenbach,Second Class,Technology,Copiers,Sharp 1540cs Digital Laser Copier,879.984,27-08-2018
DR-12880,Dan Reichenbach,Second Class,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4,27-08-2018
DR-12880,Dan Reichenbach,Second Class,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,27-08-2018
DR-12880,Dan Reichenbach,Second Class,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28,27-08-2018
DR-12880,Dan Reichenbach,Second Class,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,27-08-2018
DR-12880,Dan Reichenbach,Second Class,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,27-08-2018
MR-17545,Mathew Reese,First Class,Office Supplies,Storage,Iris Project Case,63.84,27-08-2018
MR-17545,Mathew Reese,First Class,Technology,Phones,GE 30522EE2,347.97,27-08-2018
MR-17545,Mathew Reese,First Class,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,37.008,27-08-2018
SE-20110,Sanjit Engle,First Class,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",5.952,27-08-2018
SP-20620,Stefania Perrino,First Class,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,2.896,27-08-2018
ST-20530,Shui Tom,Second Class,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,14.336,27-08-2018
SF-20200,Sarah Foster,Standard Class,Furniture,Furnishings,Flat Face Poster Frame,120.576,27-08-2018
AR-10405,Allen Rosenblatt,Standard Class,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424,27-08-2018
DK-12895,Dana Kaydos,Standard Class,Office Supplies,Paper,Xerox 217,5.184,27-08-2018
SC-20305,Sean Christensen,Standard Class,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,28-08-2018
SC-20305,Sean Christensen,Standard Class,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),26.72,28-08-2018
MG-17650,Matthew Grinstein,Standard Class,Office Supplies,Supplies,Acme Stainless Steel Office Snips,21.81,28-08-2018
MG-17650,Matthew Grinstein,Standard Class,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,91.6,28-08-2018
KN-16705,Kristina Nunn,Standard Class,Technology,Phones,Anker 24W Portable Micro USB Car Charger,35.168,28-08-2018
KN-16705,Kristina Nunn,Standard Class,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,28-08-2018
KN-16705,Kristina Nunn,Standard Class,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,99.68,28-08-2018
KN-16705,Kristina Nunn,Standard Class,Office Supplies,Art,Newell 344,5.56,28-08-2018
CP-12085,Cathy Prescott,First Class,Office Supplies,Labels,Avery 505,47.36,29-08-2018
CP-12085,Cathy Prescott,First Class,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,29-08-2018
CP-12085,Cathy Prescott,First Class,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.24,29-08-2018
MD-17860,Michael Dominguez,Second Class,Office Supplies,Art,Newell 323,9.408,29-08-2018
RW-19540,Rick Wilson,Standard Class,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,148.02,29-08-2018
BW-11110,Bart Watters,Second Class,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,569.568,31-08-2018
BW-11110,Bart Watters,Second Class,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,31-08-2018
RL-19615,Rob Lucas,Second Class,Office Supplies,Paper,Xerox 1945,229.544,31-08-2018
AW-10930,Arthur Wiediger,Standard Class,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,6.672,31-08-2018
AW-10930,Arthur Wiediger,Standard Class,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,689.408,31-08-2018
JF-15490,Jeremy Farry,Standard Class,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744,31-08-2018
JF-15490,Jeremy Farry,Standard Class,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,31-08-2018
AJ-10945,Ashley Jarboe,Standard Class,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,638.73,31-08-2018
BG-11035,Barry Gonzalez,Standard Class,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,31-08-2018
MG-17890,Michael Granlund,Standard Class,Office Supplies,Supplies,Acme Kleen Earth Office Shears,6.208,31-08-2018
MS-17770,Maxwell Schwartz,Standard Class,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,193.95,31-08-2018
CA-12775,Cynthia Arntzen,Same Day,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,498.26,01-09-2018
RW-19540,Rick Wilson,Same Day,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,314.6,01-09-2018
RW-19540,Rick Wilson,Same Day,Furniture,Tables,KI Conference Tables,283.56,01-09-2018
BN-11515,Bradley Nguyen,Second Class,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",114.9,01-09-2018
SS-20875,Sung Shariari,Standard Class,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,01-09-2018
SS-20875,Sung Shariari,Standard Class,Office Supplies,Binders,Avery Metallic Poly Binders,22.92,01-09-2018
CK-12325,Christine Kargatis,Standard Class,Office Supplies,Art,Staples in misc. colors,7.58,01-09-2018
SU-20665,Stephanie Ulpright,Same Day,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,02-09-2018
LW-17215,Luke Weiss,Second Class,Office Supplies,Labels,Avery 519,11.696,02-09-2018
RK-19300,Ralph Kennedy,Standard Class,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,02-09-2018
AC-10615,Ann Chong,Standard Class,Office Supplies,Art,Newell 324,23.1,02-09-2018
AC-10615,Ann Chong,Standard Class,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,02-09-2018
AC-10615,Ann Chong,Standard Class,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526,02-09-2018
