Customer ID,Customer Name,Ship Mode,Postal Code,Category,Sub-Category,Product Name,Sales
PK-19075,Pete Kriz,Second Class,94122,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.344
PK-19075,Pete Kriz,Second Class,94122,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272
VM-21835,Vivian Mathis,Second Class,3060,Office Supplies,Fasteners,Staples,14.82
JD-15790,John Dryer,Standard Class,75019,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",10.192
JD-15790,John Dryer,Standard Class,75019,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.784
JD-15790,John Dryer,Standard Class,75019,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12
AB-10150,Aimee Bixby,Standard Class,11561,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96
GM-14695,Greg Maxwell,Second Class,90036,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352
RA-19285,Ralph Arnett,Standard Class,90004,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984
RA-19285,Ralph Arnett,Standard Class,90004,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56
RA-19285,Ralph Arnett,Standard Class,90004,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85
EJ-14155,Eva Jacobs,Standard Class,92704,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",421.1
DO-13645,Doug O'Connell,Standard Class,33437,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184
DO-13645,Doug O'Connell,Standard Class,33437,Office Supplies,Paper,Xerox 213,10.368
JK-16120,Julie Kriz,Second Class,75043,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",30.384
CV-12805,Cynthia Voltz,Standard Class,94601,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808
MD-17350,Maribeth Dona,Second Class,44312,Office Supplies,Art,DIXON Oriole Pencils,8.256
MD-17350,Maribeth Dona,Second Class,44312,Office Supplies,Binders,GBC Recycled VeloBinder Covers,25.56
MD-17350,Maribeth Dona,Second Class,44312,Office Supplies,Binders,Wilson Jones Active Use Binders,4.368
MD-17350,Maribeth Dona,Second Class,44312,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",11.52
MM-17920,Michael Moore,Standard Class,19120,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19.04
TH-21235,Tiffany House,Standard Class,90032,Office Supplies,Storage,"Rogers Jumbo File, Granite",54.32
CS-12400,Christopher Schild,First Class,98115,Office Supplies,Art,Newell 333,2.78
LP-17095,Liz Preis,Standard Class,37918,Technology,Accessories,Maxell LTO Ultrium - 800 GB,89.568
LP-17095,Liz Preis,Standard Class,37918,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,71.96
LP-17095,Liz Preis,Standard Class,37918,Office Supplies,Paper,Xerox 220,15.552
MG-17875,Michael Grace,Standard Class,33311,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184
TG-21640,Trudy Glocke,Same Day,63301,Technology,Accessories,Maxell 4.7GB DVD-R,113.52
TG-21640,Trudy Glocke,Same Day,63301,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",135.3
JM-16195,Justin MacKendrick,First Class,84020,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16
JM-16195,Justin MacKendrick,First Class,84020,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,126.56
Dp-13240,Dean percer,First Class,85023,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,7.857
AA-10375,Allen Armold,First Class,2908,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,16.9
AA-10375,Allen Armold,First Class,2908,Office Supplies,Paper,Xerox 191,39.96
PF-19225,Phillip Flathmann,First Class,98026,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,80.96
PF-19225,Phillip Flathmann,First Class,98026,Technology,Phones,Konftel 250 Conference phone - Charcoal black,455.712
PF-19225,Phillip Flathmann,First Class,98026,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,25.98
JC-15340,Jasper Cacioppo,Standard Class,90032,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94
SP-20620,Stefania Perrino,Standard Class,10011,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08
CB-12025,Cassandra Brandow,Standard Class,19134,Office Supplies,Labels,Avery 519,29.24
CB-12025,Cassandra Brandow,Standard Class,19134,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",15.552
CB-12025,Cassandra Brandow,Standard Class,19134,Office Supplies,Envelopes,Poly String Tie Envelopes,4.896
AG-10675,Anna Gayman,Standard Class,53209,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,13.48
AG-10390,Allen Goldenen,Standard Class,90004,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76
RD-19900,Ruben Dartt,Standard Class,97206,Office Supplies,Storage,Hanging Personal Folder File,37.68
RD-19900,Ruben Dartt,Standard Class,97206,Technology,Accessories,Logitech Wireless Marathon Mouse M705,279.944
JA-15970,Joseph Airdo,Standard Class,95351,Furniture,Chairs,Global Low Back Tilter Chair,161.568
DM-12955,Dario Medina,Standard Class,37211,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,81.568
NF-18595,Nicole Fjeld,Standard Class,60610,Office Supplies,Paper,Easy-staple paper,73.008
RD-19660,Robert Dilbeck,Standard Class,64055,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,1577.94
FC-14245,Frank Carlisle,First Class,33012,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",61.68
FC-14245,Frank Carlisle,First Class,33012,Technology,Phones,Samsung Rugby III,158.376
RS-19765,Roland Schwarz,Second Class,43302,Technology,Accessories,Memorex Micro Travel Drive 32 GB,116.832
BF-11020,Barry Französisch,First Class,76017,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",42.616
BF-11020,Barry Französisch,First Class,76017,Technology,Copiers,Canon PC-428 Personal Copier,319.984
BF-11020,Barry Französisch,First Class,76017,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92
BF-11020,Barry Französisch,First Class,76017,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,21.184
BF-11020,Barry Französisch,First Class,76017,Office Supplies,Paper,Xerox 205,20.736
BF-11020,Barry Französisch,First Class,76017,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",213.43
EB-14110,Eugene Barchas,Standard Class,19134,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,258.528
AR-10345,Alex Russell,Second Class,77070,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,85.2
MM-18055,Michelle Moray,Second Class,60610,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625
EM-14095,Eudokia Martin,Second Class,10024,Office Supplies,Storage,Adjustable Personal File Tote,65.12
DB-13555,Dorothy Badders,Standard Class,43017,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,9.096
JD-16015,Joy Daniels,First Class,43615,Office Supplies,Labels,Avery 501,17.712
JD-16015,Joy Daniels,First Class,43615,Office Supplies,Binders,3M Organizer Strips,4.86
JD-16015,Joy Daniels,First Class,43615,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",6.258
SP-20620,Stefania Perrino,Standard Class,19134,Furniture,Chairs,Global Low Back Tilter Chair,141.372
SP-20620,Stefania Perrino,Standard Class,19134,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036
SP-20620,Stefania Perrino,Standard Class,19134,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503
SP-20620,Stefania Perrino,Standard Class,19134,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",4.672
SP-20620,Stefania Perrino,Standard Class,19134,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88
SP-20620,Stefania Perrino,Standard Class,19134,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024
SP-20620,Stefania Perrino,Standard Class,19134,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696
SP-20620,Stefania Perrino,Standard Class,19134,Technology,Phones,Samsung Galaxy Note 2,1931.958
AI-10855,Arianne Irving,Standard Class,85301,Office Supplies,Paper,Unpadded Memo Slips,6.368
LC-17140,Logan Currie,Standard Class,44105,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",25.92
LC-17140,Logan Currie,Standard Class,44105,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112
SO-20335,Sean O'Donnell,Standard Class,38401,Office Supplies,Supplies,Staple remover,8.832
SO-20335,Sean O'Donnell,Standard Class,38401,Office Supplies,Paper,Xerox 1888,177.536
SO-20335,Sean O'Donnell,Standard Class,38401,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,258.48
SO-20335,Sean O'Donnell,Standard Class,38401,Furniture,Furnishings,Eldon Wave Desk Accessories,14.136
LC-17050,Liz Carlisle,Second Class,90004,Office Supplies,Art,Newell 35,6.56
LC-17050,Liz Carlisle,Second Class,90004,Furniture,Chairs,Novimex Fabric Task Chair,243.92
LC-17050,Liz Carlisle,Second Class,90004,Office Supplies,Paper,Astroparche Fine Business Paper,47.52
KD-16495,Keith Dawkins,Standard Class,90036,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87
MC-17605,Matt Connell,Standard Class,90032,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,159.96
SB-20290,Sean Braxton,Standard Class,29501,Office Supplies,Storage,Fellowes Officeware Wire Shelving,628.81
SB-20290,Sean Braxton,Standard Class,29501,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45
JB-16000,Joy Bell-,Standard Class,48066,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48
GK-14620,Grace Kelly,Standard Class,75023,Office Supplies,Labels,Avery 511,9.856
DK-12835,Damala Kotsonis,Standard Class,97206,Office Supplies,Paper,Xerox 1930,31.104
DK-12835,Damala Kotsonis,Standard Class,97206,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,11.176
FH-14275,Frank Hawley,Same Day,90004,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352
FH-14275,Frank Hawley,Same Day,90004,Office Supplies,Binders,Avery Non-Stick Binders,7.184
SH-20395,Shahid Hopkins,Same Day,10024,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76
AR-10345,Alex Russell,First Class,1841,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88
KH-16630,Ken Heidel,First Class,44312,Office Supplies,Paper,Xerox 1906,85.056
SS-20410,Shahid Shariari,Standard Class,30318,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.78
LC-16930,Linda Cazamias,Standard Class,60540,Technology,Phones,Panasonic Kx-TS550,147.168
RW-19690,Robert Waldorf,Second Class,65807,Office Supplies,Binders,3M Organizer Strips,16.2
RW-19690,Robert Waldorf,Second Class,65807,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",33.99
RW-19690,Robert Waldorf,Second Class,65807,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85
RW-19690,Robert Waldorf,Second Class,65807,Technology,Accessories,Imation Clip USB flash drive - 8 GB,112.8
RW-19690,Robert Waldorf,Second Class,65807,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71
RW-19690,Robert Waldorf,Second Class,65807,Office Supplies,Paper,Xerox 1970,24.9
RW-19690,Robert Waldorf,Second Class,65807,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29
RW-19690,Robert Waldorf,Second Class,65807,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18
SN-20560,Skye Norling,Standard Class,60653,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594
HA-14905,Helen Abelman,Standard Class,45503,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,37.056
HA-14905,Helen Abelman,Standard Class,45503,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,259.896
CB-12025,Cassandra Brandow,Same Day,94110,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",32.36
CB-12025,Cassandra Brandow,Same Day,94110,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6
JF-15415,Jennifer Ferguson,Same Day,98105,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,177.568
JF-15415,Jennifer Ferguson,Same Day,98105,Office Supplies,Paper,Xerox 225,19.44
JF-15415,Jennifer Ferguson,Same Day,98105,Office Supplies,Paper,Xerox 1894,71.28
JF-15415,Jennifer Ferguson,Same Day,98105,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1471.96
JF-15415,Jennifer Ferguson,Same Day,98105,Technology,Phones,iOttie XL Car Mount,79.96
RC-19960,Ryan Crowe,First Class,32216,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504
KF-16285,Karen Ferguson,Same Day,90805,Office Supplies,Paper,Xerox 1996,12.96
KF-16285,Karen Ferguson,Same Day,90805,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,22.18
KF-16285,Karen Ferguson,Same Day,90805,Furniture,Chairs,Hon Pagoda Stacking Chairs,2054.272
HA-14920,Helen Andreada,Second Class,60623,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,10.528
HA-14920,Helen Andreada,Second Class,60623,Office Supplies,Paper,Xerox 1927,20.544
KH-16630,Ken Heidel,Second Class,92704,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,143.952
KH-16630,Ken Heidel,Second Class,92704,Office Supplies,Paper,Xerox 192,19.44
SS-20410,Shahid Shariari,Second Class,40324,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",195.68
SS-20410,Shahid Shariari,Second Class,40324,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",14.2
DB-12910,Daniel Byrd,Standard Class,31907,Office Supplies,Paper,Xerox 1935,184.66
CB-12025,Cassandra Brandow,Standard Class,23223,Office Supplies,Appliances,Hoover Commercial SteamVac,67.9
CC-12475,Cindy Chapman,Standard Class,77070,Office Supplies,Paper,Xerox 1953,10.272
CC-12475,Cindy Chapman,Standard Class,77070,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,512.19
CC-12475,Cindy Chapman,Standard Class,77070,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",1.556
JM-15535,Jessica Myrick,First Class,90036,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36
BF-11080,Bart Folk,First Class,21215,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9
BF-11080,Bart Folk,First Class,21215,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86
BF-11080,Bart Folk,First Class,21215,Office Supplies,Paper,Xerox 1939,94.85
DJ-13510,Don Jones,First Class,2895,Office Supplies,Paper,Xerox 209,45.36
DJ-13510,Don Jones,First Class,2895,Office Supplies,Binders,Aluminum Screw Posts,45.78
JM-15865,John Murray,Second Class,90036,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.44
SG-20605,Speros Goranitis,Standard Class,28806,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92
LT-17110,Liz Thompson,Same Day,7050,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95
PS-18760,Pamela Stobb,First Class,19140,Office Supplies,Binders,GBC Instant Report Kit,3.882
PS-18760,Pamela Stobb,First Class,19140,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,12.585
PS-18760,Pamela Stobb,First Class,19140,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,113.372
PS-18760,Pamela Stobb,First Class,19140,Office Supplies,Binders,Aluminum Screw Posts,18.312
PS-18760,Pamela Stobb,First Class,19140,Furniture,Furnishings,Tensor Track Tree Floor Lamp,127.936
PS-18760,Pamela Stobb,First Class,19140,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,241.17
RB-19705,Roger Barcio,First Class,10035,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.85
RB-19705,Roger Barcio,First Class,10035,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,70.98
RB-19705,Roger Barcio,First Class,10035,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,29.95
RB-19705,Roger Barcio,First Class,10035,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41
TB-21520,Tracy Blumstein,Second Class,49201,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05
DB-13555,Dorothy Badders,First Class,27604,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,942.784
DB-13555,Dorothy Badders,First Class,27604,Office Supplies,Paper,Xerox 1988,74.352
JB-16000,Joy Bell-,Second Class,90045,Office Supplies,Labels,Avery 48,56.7
HZ-14950,Henia Zydlo,Standard Class,10024,Office Supplies,Paper,Xerox 1980,8.56
HZ-14950,Henia Zydlo,Standard Class,10024,Office Supplies,Paper,Xerox 1987,11.56
DB-13060,Dave Brooks,First Class,60653,Technology,Phones,Avaya 5420 Digital phone,323.976
CL-11890,Carl Ludwig,Second Class,2149,Technology,Phones,GE DSL Phone Line Filter,39.99
CL-11890,Carl Ludwig,Second Class,2149,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28
CL-11890,Carl Ludwig,Second Class,2149,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94
CL-11890,Carl Ludwig,Second Class,2149,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48
DO-13645,Doug O'Connell,Second Class,84106,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",295.056
CS-12400,Christopher Schild,Second Class,94109,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904
BB-11545,Brenda Bowman,Standard Class,77070,Office Supplies,Paper,Xerox 1897,31.872
MO-17800,Meg O'Connel,Standard Class,10009,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56
RD-19480,Rick Duston,Standard Class,94122,Furniture,Chairs,"Leather Task Chair, Black",218.352
RD-19480,Rick Duston,Standard Class,94122,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",529.9
RD-19480,Rick Duston,Standard Class,94122,Office Supplies,Art,Peel-Off China Markers,99.3
RD-19480,Rick Duston,Standard Class,94122,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,108.96
RD-19480,Rick Duston,Standard Class,94122,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688
TC-21145,Theresa Coyne,Standard Class,8701,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",47.4
TC-21145,Theresa Coyne,Standard Class,8701,Furniture,Chairs,SAFCO Folding Chair Trolley,512.96
TC-21145,Theresa Coyne,Standard Class,8701,Technology,Phones,Plantronics 81402,395.94
TC-21145,Theresa Coyne,Standard Class,8701,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",81.96
CC-12145,Charles Crestani,Standard Class,77095,Office Supplies,Art,Prismacolor Color Pencil Set,31.744
AB-10165,Alan Barnes,Standard Class,37087,Office Supplies,Paper,Xerox 1893,163.96
GM-14500,Gene McClure,Standard Class,98103,Office Supplies,Art,BIC Brite Liner Highlighters,12.42
ES-14020,Erica Smith,Standard Class,90049,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2357.488
ES-14020,Erica Smith,Standard Class,90049,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,369.544
ES-14020,Erica Smith,Standard Class,90049,Furniture,Chairs,Global Deluxe Steno Chair,184.752
Dp-13240,Dean percer,Standard Class,6708,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,38.62
Dp-13240,Dean percer,Standard Class,6708,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,59.98
BB-10990,Barry Blumstein,First Class,90301,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82
BB-10990,Barry Blumstein,First Class,90301,Office Supplies,Art,Newell 330,5.98
AS-10090,Adam Shillingsburg,First Class,19143,Technology,Accessories,Logitech Trackman Marble Mouse,71.976
AS-10090,Adam Shillingsburg,First Class,19143,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",22.512
AS-10090,Adam Shillingsburg,First Class,19143,Office Supplies,Binders,Binder Posts,3.444
AS-10090,Adam Shillingsburg,First Class,19143,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,538.194
AS-10090,Adam Shillingsburg,First Class,19143,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984
EH-14185,Evan Henry,Second Class,19143,Office Supplies,Paper,Xerox 1927,20.544
JF-15355,Jay Fein,Standard Class,78745,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.568
JF-15355,Jay Fein,Standard Class,78745,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.992
CY-12745,Craig Yedwab,Standard Class,94110,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.9
AB-10060,Adam Bellavance,Standard Class,19143,Office Supplies,Paper,Xerox 231,20.736
TP-21415,Tom Prescott,Same Day,98115,Office Supplies,Paper,Xerox 1984,12.96
SC-20380,Shahid Collister,First Class,83704,Technology,Accessories,Logitech Trackman Marble Mouse,89.97
AS-10225,Alan Schoenberger,Second Class,84604,Office Supplies,Binders,Avery Non-Stick Binders,10.776
AS-10225,Alan Schoenberger,Second Class,84604,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.784
AS-10225,Alan Schoenberger,Second Class,84604,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88
AS-10225,Alan Schoenberger,Second Class,84604,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94
AS-10225,Alan Schoenberger,Second Class,84604,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584
AS-10225,Alan Schoenberger,Second Class,84604,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74
AS-10225,Alan Schoenberger,Second Class,84604,Office Supplies,Labels,Avery 514,14.4
MO-17800,Meg O'Connel,Second Class,30076,Furniture,Chairs,Global Ergonomic Managers Chair,723.92
MO-17800,Meg O'Connel,Second Class,30076,Office Supplies,Paper,Easy-staple paper,106.32
SJ-20125,Sanjit Jacobs,Second Class,77036,Office Supplies,Art,Newell Chalk Holder,9.912
SJ-20125,Sanjit Jacobs,Second Class,77036,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43
SJ-20125,Sanjit Jacobs,Second Class,77036,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,5.8
SJ-20125,Sanjit Jacobs,Second Class,77036,Technology,Phones,Polycom VoiceStation 500 Conference phone,1415.76
GZ-14470,Gary Zandusky,Standard Class,7960,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,480
GZ-14470,Gary Zandusky,Standard Class,7960,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05
DC-12850,Dan Campbell,First Class,76017,Office Supplies,Art,Newell 314,8.928
DC-12850,Dan Campbell,First Class,76017,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,47.584
PA-19060,Pete Armstrong,First Class,75220,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,114.848
BF-11020,Barry Französisch,Standard Class,54302,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72
TS-21505,Tony Sayre,Standard Class,88101,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,10.08
TS-21505,Tony Sayre,Standard Class,88101,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,101.34
SS-20140,Saphhira Shifley,Standard Class,31907,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,95.68
SS-20140,Saphhira Shifley,Standard Class,31907,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",50.96
SS-20140,Saphhira Shifley,Standard Class,31907,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",113.94
SS-20140,Saphhira Shifley,Standard Class,31907,Office Supplies,Paper,Xerox 1997,25.92
SS-20140,Saphhira Shifley,Standard Class,31907,Furniture,Furnishings,"Master Caster Door Stop, Gray",20.32
SS-20140,Saphhira Shifley,Standard Class,31907,Technology,Phones,AT&T CL83451 4-Handset Telephone,411.98
SS-20140,Saphhira Shifley,Standard Class,31907,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",34.48
SS-20140,Saphhira Shifley,Standard Class,31907,Office Supplies,Paper,Xerox 1917,244.55
SH-19975,Sally Hughsby,Standard Class,94122,Office Supplies,Art,Newell 343,8.82
SH-19975,Sally Hughsby,Standard Class,94122,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86
SH-19975,Sally Hughsby,Standard Class,94122,Office Supplies,Paper,Xerox 1911,143.7
TM-21010,Tamara Manning,Second Class,68801,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96
MM-18280,Muhammed MacIntyre,Standard Class,10035,Office Supplies,Paper,Xerox 203,19.44
MM-18280,Muhammed MacIntyre,Standard Class,10035,Furniture,Furnishings,Ultra Door Push Plate,9.82
FG-14260,Frank Gastineau,Same Day,19120,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",4.842
ES-14080,Erin Smith,Standard Class,32935,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616
JP-16135,Julie Prescott,Standard Class,31907,Office Supplies,Art,SANFORD Major Accent Highlighters,35.4
JM-15535,Jessica Myrick,Standard Class,10011,Office Supplies,Paper,Xerox 228,32.4
